Serie,Clase,Docu.,Fecha,Serie Ant.,Docu.Ant.,Tipo Cambio Oper.,Operador,Fecha Reg.,Hora Reg.,Nombre de Nivel 1,Nombre de Nivel 2,Código Contable,Código de Detalle,Nombre de la Cuenta de Detalle,Comentario,Unidades,Débito,Crédito
CD,COMPROBANTE DE DIARIO,980,3/3/2026,CD-A,4883,36.6243,LORENA HERRERA,3/3/2026,1:40:41 p. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664133673,8058664133673,TALCUM POWDER 150GR BABY MOMENTS PACK1,TALCUM POWDER 150GR BABY MOMEN,0,27.72882096,0
CD,COMPROBANTE DE DIARIO,980,3/3/2026,CD-A,4883,36.6243,LORENA HERRERA,3/3/2026,1:40:41 p. m.,COSTO DE VENTA,COSTO DE VENTA,5 1 01 01   01,1,COSTO DEL PRODUCTO VENDIDO,COSTO DEL PRODUCTO VENDIDO,0,0,27.72882096
CD-A,COMPROBANTE DE DIARIO,4883,3/3/2026,CD-A,4883,36.6243,LORENA HERRERA,3/3/2026,1:40:41 p. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664133673,8058664133673,TALCUM POWDER 150GR BABY MOMENTS PACK1,RECLASIFICACION DE INVENTARIO,14,1132.393186,0
CD-A,COMPROBANTE DE DIARIO,4883,3/3/2026,CD-A,4883,36.6243,LORENA HERRERA,3/3/2026,1:40:41 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664178391,8058664178391,NUEV TALCO POLVO BM 150GR,RECLASIFICACION DE INVENTARIO,12,0,1132.393186
CD-A,COMPROBANTE DE DIARIO,4884,3/3/2026,CD-A,4884,36.6243,LORENA HERRERA,3/3/2026,4:38:22 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173778,8058664173778,NUEV TOALLAS HUMEDAS DELICADAS C/COVER 72PZ+F,RECLASIFICACION DE INVENETARIO,48,0,3320.8451
CD-A,COMPROBANTE DE DIARIO,4884,3/3/2026,CD-A,4884,36.6243,LORENA HERRERA,3/3/2026,4:38:22 p. m.,INVENTARIO,CHICCO,1 1 05 18 01 02 8058664080199,8058664080199,TOALLAS HUME CHICCO 72Z S/COVER LT 1023034060,RECLASIFICACION DE INVENETARIO,48,3320.8451,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664178391,8058664178391,NUEV TALCO POLVO BM 150GR,RECLASIFCICACION DE INVENTARIO,6,0,566.1966398
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664133673,8058664133673,TALCUM POWDER 150GR BABY MOMENTS PACK1,RECLASIFCICACION DE INVENTARIO,6,600,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,NURSERY,1 1 05 01 02  8058664144242,8058664144242,BOPPY PILLOW COTTON SCOVER GRAY,RECLASIFCICACION DE INVENTARIO,1,0,997.4987909
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,NURSERY,1 1 05 01 02  8003670892595,8003670892595,BOPPY BARE NAKED MIRACLE MIDDLE PILLOW,RECLASIFCICACION DE INVENTARIO,1,882.8019,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8003670797456,8003670797456,CEPILLO LAVAPACHAS- BOTTLE BRUSH (3 EN 1),RECLASIFCICACION DE INVENTARIO,5,0,537.579662
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,NURSERY,1 1 05 01 02  8059147060073,8059147060073,BOTTLE BRUSH SET-CEPILO LAVAPACHAS,RECLASIFCICACION DE INVENTARIO,5,446.114375,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081301,8058664081301,VASO ENTRENADOR TRANS,RECLASIFCICACION DE INVENTARIO,6,1559.99345,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069989,8058664069989,VASO ENTRENADOR TRANSICION 4M+ NIÑO 7OZ,RECLASIFCICACION DE INVENTARIO,6,0,1028.675273
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081356,8058664081356,VASO ENTRENADOR SURT ADVAN 12M 266ML,RECLASIFCICACION DE INVENTARIO,3,900,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664121502,8058664121502,VASO ENTRENADOR GLOWING CUP 14M+ PINK,RECLASIFCICACION DE INVENTARIO,3,0,996.1244461
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081363,8058664081363,VASO ENTRENADOR ADVANCE 12M+ 266ML SURT,RECLASIFCICACION DE INVENTARIO,1,600,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664121526,8058664121526,VASO ENTRENADOR GLOWING CUP 14M+ LIGHT BLUE,RECLASIFCICACION DE INVENTARIO,3,0,996.1244461
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081400,8058664081400,VASO ENTRENADOR SURT EASY 12M 266ML,RECLASIFCICACION DE INVENTARIO,3,600,0
CD-A,COMPROBANTE DE DIARIO,4896,5/3/2026,CD-A,4896,36.6243,LORENA HERRERA,5/3/2026,2:03:40 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664070008,8058664070008,VASO ENTRENADOR TRAINING CUP 6M+ GIRL,RECLASIFCICACION DE INVENTARIO,3,0,466.7104678
CD-A,COMPROBANTE DE DIARIO,4897,5/3/2026,CD-A,4897,36.6243,Auxiliar Contable,5/3/2026,2:27:35 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153749,8058664153749,BIBERON NATURAL 6M 330ML ROSA NUEVO,RECLASIFICACION DE INVENTARIO,6,863.7776287,0
CD-A,COMPROBANTE DE DIARIO,4897,5/3/2026,CD-A,4897,36.6243,Auxiliar Contable,5/3/2026,2:27:35 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153978,8058664153978,BIBERON PERFECT5 PP GRL 300 FAST SIL,RECLASIFICACION DE INVENTARIO,6,0,915.7303287
CD-A,COMPROBANTE DE DIARIO,4897,5/3/2026,CD-A,4897,36.6243,Auxiliar Contable,5/3/2026,2:27:35 p. m.,CUENTAS POR PAGAR CORTO PLAZO,OTRAS CUENTAS POR PAGAR,2 1 01 05 02  01,1,CUENTA TRANSITORIA,RECLASIFICACION DE INVENTARIO,0,51.9527,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 4 1 087631254606,87631254606,3793-25460-1-TOALLA DE PLAYA AZUL MARINO GREC,RECLASIFCICACION DE INVENTARIO,1,104.2969364,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 8 1 087631607174,87631607174,5733-TOALLA BAÑO AZUL GRIS 941 CLASSIC 087631,RECLASIFCICACION DE INVENTARIO,6,0,404.5249999
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 2 1 087631041466,87631041466,T-36-TOALLA BAÑO PEACH 534-ELITE-25.5x12x20,RECLASIFCICACION DE INVENTARIO,1,0,147.4750003
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 2 1 087631596225,87631596225,T-36-TOALLA BAÑO CELESTE 218-ELITE-25.5x12x20,RECLASIFCICACION DE INVENTARIO,15,0,2212.124993
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631220779,87631220779,3498-TOALLA BAÑO CAMEL-MAJESTIC-20.75x15x19.5,RECLASIFCICACION DE INVENTARIO,2,405.5562,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631220816,87631220816,3498-TOALLA BAÑO VDE. MUSGO 30-MAJESTIC-20.75,RECLASIFCICACION DE INVENTARIO,1,202.7781333,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631220830,87631220830,3498-TOALLA BAÑO IVORY-MAJESTIC-20.75x15x19.5,RECLASIFCICACION DE INVENTARIO,6,1214.199311,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631220922,87631220922,3498-TOALLA BAÑO AZUL MARINO-MAJESTIC-20.75x1,RECLASIFCICACION DE INVENTARIO,6,909.6336,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 7 1 87801299991,87801299991,D-8012-TOALLA DE BAÑO SURTIDA,RECLASIFCICACION DE INVENTARIO,24,3190.442118,0
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 5 1 087631255658,87631255658,5331-TOALLA PLAYA CA RACER-20.75x15x16.5,RECLASIFCICACION DE INVENTARIO,6,0,796.3650015
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 5 1 087631255252,87631255252,5331-TOALLA PLAYA MNJ PINK MIN-20.75x15x16.5,RECLASIFCICACION DE INVENTARIO,6,0,796.3650015
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631255696,87631255696,5331-TOALLA PLAYA SP SPIDER WA-MAJESTIC/HILAS,RECLASIFCICACION DE INVENTARIO,6,0,796.3650015
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4898,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,INVENTARIO,HILASAL,1 1 05 23 5 1 087631238972,87631238972,5331-TOALLA PLAYA CA OFF ROAD-20.75x15x16.5,RECLASIFCICACION DE INVENTARIO,6,0,796.3650015
CD-A,COMPROBANTE DE DIARIO,4898,5/3/2026,CD-A,4897,36.6243,LORENA HERRERA,5/3/2026,4:06:11 p. m.,CUENTAS POR PAGAR CORTO PLAZO,OTRAS CUENTAS POR PAGAR,2 1 01 05 02  01,1,CUENTA TRANSITORIA,RECLASIFCICACION DE INVENTARIO,0,0,77.3213
CD-A,COMPROBANTE DE DIARIO,4899,5/3/2026,CD-A,4899,36.6243,LORENA HERRERA,6/3/2026,12:23:33 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081264,8058664081264,VASO ENTRENADOR SURT TRANS 4M 200ML,RECLASIFCICACION DE INVENTARIO,18,3093.216536,0
CD-A,COMPROBANTE DE DIARIO,4899,5/3/2026,CD-A,4899,36.6243,LORENA HERRERA,6/3/2026,12:23:33 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069972,8058664069972,VASO ENTRENADOR TRANSICION 4M NIñA 7OZ,RECLASIFCICACION DE INVENTARIO,12,0,2064.541263
CD-A,COMPROBANTE DE DIARIO,4899,5/3/2026,CD-A,4899,36.6243,LORENA HERRERA,6/3/2026,12:23:33 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069989,8058664069989,VASO ENTRENADOR TRANSICION 4M+ NIÑO 7OZ,RECLASIFCICACION DE INVENTARIO,6,0,1028.675273
CD-A,COMPROBANTE DE DIARIO,4906,9/3/2026,CD-A,4906,36.6243,Auxiliar Contable,13/3/2026,3:37:44 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 49,49,"CASA MANTICA, S.A. - RUBENIA",COREECION DEVOLUCION 3553,0,3421.25,0
CD-A,COMPROBANTE DE DIARIO,4906,9/3/2026,FC-C,60036,36.6243,Auxiliar Contable,13/3/2026,3:37:44 p. m.,CUENTAS POR COBRAR,SUPERMERCADOS,1 1 03 01 01 2 446,446,"CASA MANTICA, S.A. - CENTRO DE DISTRIBUC",COREECION DEVOLUCION 3553,0,0,3421.25
CD-A,COMPROBANTE DE DIARIO,4901,10/3/2026,CD-A,4901,36.6243,Darling Gutierrez,10/3/2026,7:32:22 a. m.,INVENTARIO,HILASAL,1 1 05 23 3 1 087631220922,87631220922,3498-TOALLA BAÑO AZUL MARINO-MAJESTIC-20.75x1,RECLASIFICACION DE INVENTARIO,12,1819.267194,0
CD-A,COMPROBANTE DE DIARIO,4901,10/3/2026,CD-A,4901,36.6243,Darling Gutierrez,10/3/2026,7:32:22 a. m.,INVENTARIO,HILASAL,1 1 05 23 2 1 087631596225,87631596225,T-36-TOALLA BAÑO CELESTE 218-ELITE-25.5x12x20,RECLASIFICACION DE INVENTARIO,12,0,1769.699994
CD-A,COMPROBANTE DE DIARIO,4901,10/3/2026,CD-A,4901,36.6243,Darling Gutierrez,10/3/2026,7:32:22 a. m.,CUENTAS POR PAGAR CORTO PLAZO,OTRAS CUENTAS POR PAGAR,2 1 01 05 02  01,1,CUENTA TRANSITORIA,RECLASIFICACION DE INVENTARIO,0,0,49.5672
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497127388,768497127388,PT12738-BOLIGRAFO COMFORT AZ/NG BLISTER 2 UND,RECLASIFICIACION DE INVENTARIO,120,1058.59585,0
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497166219,768497166219,PT16621-BOLIGRAFO COMFORT ROJO DOCENA,RECLASIFICIACION DE INVENTARIO,12,0,428.9591493
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 2 1 768497166202,768497166202,PT16620-BOLIGRAFO COMFORT AZUL DOCENA,RECLASIFICIACION DE INVENTARIO,4,0,142.9863831
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 01 05 768497166196,768497166196,PT16619-BOLIGRAFO COMFORT NEGRO DOCENA,RECLASIFICIACION DE INVENTARIO,4,0,142.9863831
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111035,768497111035,PT11103-LAPIZ ARISTOS DOCENA,RECLASIFICIACION DE INVENTARIO,36,734.3717048,0
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111127,768497111127,PT11112-LAPIZ ESCOLAR SURTIDO DOCENA,RECLASIFICIACION DE INVENTARIO,36,0,778.5153206
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173778,8058664173778,NUEV TOALLAS HUMEDAS DELICADAS C/COVER 72PZ+F,RECLASIFICIACION DE INVENTARIO,60,0,4151.056319
CD-A,COMPROBANTE DE DIARIO,4902,10/3/2026,CD-A,4902,36.6243,LORENA HERRERA,10/3/2026,5:10:29 p. m.,INVENTARIO,CHICCO,1 1 05 18 01 02 8058664080199,8058664080199,TOALLAS HUME CHICCO 72Z S/COVER LT 1023034060,RECLASIFICIACION DE INVENTARIO,60,3851.536,0
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 01 15 768497167544,768497167544,PT16754-RESMA PAPEL BOND FACELA T/CARTA 8.5x1,PT16754-RESMA PAPEL BOND FACEL,12,0,1184.092115
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 2 1 PT34417,PT34417,PT34417-MARCADOR PERMANENTE P/CINCEL NEGRO DO,PT34417-MARCADOR PERMANENTE P/,1,0,55.63422027
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 01 13 768497135284,768497135284,PT13528-ORDER BOOK 144 PAGINAS FACELA,PT13528-ORDER BOOK 144 PAGINAS,1,0,28.96470405
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 01 13 768497166707,768497166707,PT16670-CLIP PLASTICO DE COLORES 33 MM FACELA,PT16670-CLIP PLASTICO DE COLOR,6,0,27.70584169
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 2 1 778498000979,778498000979,PT92647-ARCHIVADOR FACELA DE PALANCA TAM/CART,PT92647-ARCHIVADOR FACELA DE P,20,0,608.4828654
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 01 08 778497997348,778497997348,PT15019-MARCADOR PLAST ACRILI FAC P/RED AZUL,PT15019-MARCADOR PLAST ACRILI,17,0,1400.787318
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 2 1 7684976006155,7684976006155,CINTA ADHESIVA 2X100 UNIDAD,CINTA ADHESIVA 2X100 UNIDAD,50,0,2138.49097
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 01 08 778497997331,778497997331,PT15018-MARCADOR PLAST ACRILICO FAC P/RED NEG,PT15018-MARCADOR PLAST ACRILIC,20,0,233.1100527
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 2 1 PT34417,PT34417,PT34417-MARCADOR PERMANENTE P/CINCEL NEGRO DO,PT34417-MARCADOR PERMANENTE P/,12,0,667.6106432
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,INVENTARIO,FACELA,1 1 05 16 2 1 PT34419,PT34419,PT34419-MARCADOR PERMANENTE P/CINCEL AZUL DOC,PT34419-MARCADOR PERMANENTE P/,12,0,667.6106438
CD-A,COMPROBANTE DE DIARIO,4903,11/3/2026,CD-A,4903,36.6243,Darling Gutierrez,11/3/2026,11:11:15 a. m.,GASTOS DE OPERACION,GASTOS DE ADMINISTRACION,6 1 01 01 02  004,4,PAPELERIA Y UTILES DE OFICINA,PAPELERIA Y UTILES DE OFICINA,0,7012.489375,0
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138388,8058664138388,NUEV SHAMPU BM 500ML S/LAG LT,NUEV SHAMPU BM 500ML S/LAG LT,2,0,219.9314721
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,SWEET CAREFOR,1 1 05 25 1  850026693348,850026693348,SWEET CAREFOR 99.9% Water Baby Wipes 3PACK/BT,SWEET CAREFOR 99.9% Water Baby,2,0,250.5977426
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,NUVEL,1 1 05 22 1  7501082771305,7501082771305,NUVEL CREMA PARA PEINAR PLACENTA Y VITAMINA B,NUVEL CREMA PARA PEINAR PLACEN,1,0,35.70668277
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664129386,8058664129386,NUEV GEL DE BAÑO BM 500ML KIDS LT1025,NUEV GEL DE BAÑO BM 500ML KIDS,6,0,1014.83291
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,FACELA,1 1 05 16 01 12 768497970113,768497970113,PT17010DA-CUADERNO SPIRAL#1 70HOJAS 1 MAT RAY,PT17010DA-CUADERNO SPIRAL#1 70,3,0,53.40885146
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,INVENTARIO,FACELA,1 1 05 16 01 12 768497170193,768497170193,"PT17019DA-CUADERNO ESPIRAL #3, 70 HO 1 MAT CU","PT17019DA-CUADERNO ESPIRAL #3,",3,0,74.35853614
CD-A,COMPROBANTE DE DIARIO,4904,11/3/2026,CD-A,4904,36.6243,Darling Gutierrez,11/3/2026,11:33:23 a. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  090,90,MUESTRAS A CLIENTES,MUESTRAS A CLIENTES,0,1648.836195,0
CD-A,COMPROBANTE DE DIARIO,4905,13/3/2026,CD-A,4905,36.6243,LORENA HERRERA,13/3/2026,12:33:49 p. m.,INVENTARIO,NURSERY,1 1 05 01 3  8058664022656.,8058664022656,SET CREMA+CEPILLO DENT SURT2663-2656-2649,RELCLASIFICACION DE INVENTARO,72,17976.85119,0
CD-A,COMPROBANTE DE DIARIO,4905,13/3/2026,CD-A,4905,36.6243,LORENA HERRERA,13/3/2026,12:33:49 p. m.,INVENTARIO,CHICCO,1 1 05 18 02 1 8058664175529,8058664175529,SET DENTAL. CEPILLO AZUL 6+,RELCLASIFICACION DE INVENTARO,36,0,8988.161353
CD-A,COMPROBANTE DE DIARIO,4905,13/3/2026,CD-A,4905,36.6243,LORENA HERRERA,13/3/2026,12:33:49 p. m.,INVENTARIO,CHICCO,1 1 05 18 02 1 8058664175536,8058664175536,SET DENTAL. CEPILLO LILA 6+,RELCLASIFICACION DE INVENTARO,36,0,8988.689813
CD-A,COMPROBANTE DE DIARIO,4905,13/3/2026,CD-A,4905,36.6243,LORENA HERRERA,13/3/2026,12:33:49 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081264,8058664081264,VASO ENTRENADOR SURT TRANS 4M 200ML,RELCLASIFICACION DE INVENTARO,24,4129.0825,0
CD-A,COMPROBANTE DE DIARIO,4905,13/3/2026,CD-A,4905,36.6243,LORENA HERRERA,13/3/2026,12:33:49 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069972,8058664069972,VASO ENTRENADOR TRANSICION 4M NIñA 7OZ,RELCLASIFICACION DE INVENTARO,24,0,4129.082526
CD-A,COMPROBANTE DE DIARIO,4907,18/3/2026,CD-A,4907,36.6243,Auxiliar Contable,18/3/2026,11:16:54 a. m.,INVENTARIO,CHICCO,1 1 05 18 9 1 8058664140169,8058664140169,POLLY EASY HIGCHAIR GIRAFE,REGALIA CASA MANTICA,1,0,3144.063272
CD-A,COMPROBANTE DE DIARIO,4907,18/3/2026,CD-A,4907,36.6243,Auxiliar Contable,18/3/2026,11:16:54 a. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  208,208,PRODUCTO BONIFICADO / REGALIA,REGALIA CASA MANTICA,0,3144.063272,0
CD-A,COMPROBANTE DE DIARIO,4908,18/3/2026,CD-A,4908,36.6243,Auxiliar Contable,18/3/2026,2:25:35 p. m.,CUENTAS POR COBRAR,MANAGUA,1 1 03 13   591,591,CLIENTE OFICINA NOVEDOSA,COREECION DE METODO DE PAGO FC,0,1097.29,0
CD-A,COMPROBANTE DE DIARIO,4908,18/3/2026,CD-A,4908,36.6243,Auxiliar Contable,18/3/2026,2:25:35 p. m.,CAJA,CAJA GENERAL,1 1 01 01   01,1,EFECTIVO EN CAJA GENERAL,COREECION DE METODO DE PAGO FC,0,0,1097.29
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173778,8058664173778,NUEV TOALLAS HUMEDAS DELICADAS C/COVER 72PZ+F,RECLASIFCICACION DE INVENTARIO,125,0,8648.034015
CD-A,COMPROBANTE DE DIARIO,4909,18/3/2026,CD-A,4909,36.6243,LORENA HERRERA,18/3/2026,3:28:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 01 02 8058664080199,8058664080199,TOALLAS HUME CHICCO 72Z S/COVER LT 1023034060,RECLASIFCICACION DE INVENTARIO,120,7698.1347,0
