Serie,Clase,Docu.,Fecha,Serie Ant.,Docu.Ant.,Tipo Cambio Oper.,Operador,Fecha Reg.,Hora Reg.,Nombre de Nivel 1,Nombre de Nivel 2,Código Contable,Código de Detalle,Nombre de la Cuenta de Detalle,Comentario,Unidades,Débito,Crédito
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664031818,8058664031818,SOFT SILICONE SPOON 6+M RED,CONTABILIZANDO CANJE DE CRISTI,1,0,88.71906485
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 4 8058664062850,8058664062850,SPONGE SAFE HYGIENE EXTRA ABSORBENT,CONTABILIZANDO CANJE DE CRISTI,1,0,128.0958533
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 4 8058664116904,8058664116904,DISPENSADOR DE FRUTA MALLA,CONTABILIZANDO CANJE DE CRISTI,1,0,100.3407369
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664175574,8058664175574,PASTA DENTAL-TOOTHPASTE MENTA 6Y+ FLUOR,CONTABILIZANDO CANJE DE CRISTI,1,0,76.2777507
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664129386,8058664129386,NUEV GEL DE BAÑO BM 500ML KIDS LT1025,CONTABILIZANDO CANJE DE CRISTI,1,0,169.1388184
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664121502,8058664121502,VASO ENTRENADOR GLOWING CUP 14M+ PINK,CONTABILIZANDO CANJE DE CRISTI,1,0,332.041482
CD-A,COMPROBANTE DE DIARIO,4924,25/3/2026,CD-A,4924,36.6243,Auxiliar Contable,25/3/2026,6:21:16 p. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  218,218,CERTIFICADOS / CUPONES DE REGALO,CONTABILIZANDO CANJE DE CRISTI,0,1424.06,0
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 7 8003670677178,8003670677178,DESINFECTANTE MULTISUPERFIC CHICC 1LT10241121,CONTABILIZANDO CANJE DE CRISTI,1,0,94.7307
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 9 8058664115617,8058664115617,ANTIMOSQUITO BRAZALETE C/CITRONELA,CONTABILIZANDO CANJE DE CRISTI,8,0,280.0567894
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138654,8058664138654,NUEV CREMA P/CUERPO BM 200ML LT1025,CONTABILIZANDO CANJE DE CRISTI,2,0,161.9887031
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173785,8058664173785,NUEV TOALLAS HUMED BIODEGRADABLE 60PZ LT1025,CONTABILIZANDO CANJE DE CRISTI,1,0,68.01124415
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173730,8058664173730,NUEV TOALLAS HUMEDAS C/COVER 72PZ LT 1025,CONTABILIZANDO CANJE DE CRISTI,1,0,65.83105465
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664166367,8058664166367,REPELENTE NATURALZ PROTECT GEL 60ML,CONTABILIZANDO CANJE DE CRISTI,1,0,98.87815324
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 9 8058664166343,8058664166343,REPELENTE NATURALZ SPRAY 100ML,CONTABILIZANDO CANJE DE CRISTI,1,0,111.9515738
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,TOYS,1 1 05 05 02  8058664029327,8058664029327,FIRST ACTIVITY RATTLE GIRAFFE,CONTABILIZANDO CANJE DE CRISTI,2,0,526.3753748
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664175888,8058664175888,NUEV CREMA CAMBIO DE PAÑAL 100ML. LT 1025,CONTABILIZANDO CANJE DE CRISTI,1,0,130.6649645
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664138449,8058664138449,NUEV GEL D BAÑOYCHAMPU BM 200ML LT1025,CONTABILIZANDO CANJE DE CRISTI,1,0,78.69156636
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664155798,8058664155798,ORAL SET KIT GUM GEL + FINGERSTALL,CONTABILIZANDO CANJE DE CRISTI,1,0,178.4454588
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 8 8058664138715,8058664138715,PASTA DENTAL-TOOTHPASTE FRUTI MIX 1-5Y FLUOR,CONTABILIZANDO CANJE DE CRISTI,1,0,73.30441724
CD-A,COMPROBANTE DE DIARIO,4925,25/3/2026,CD-A,4925,36.6243,Auxiliar Contable,25/3/2026,6:47:32 p. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  218,218,CERTIFICADOS / CUPONES DE REGALO,CONTABILIZANDO CANJE DE CRISTI,0,1868.93,0
CD-A,COMPROBANTE DE DIARIO,4926,26/3/2026,CD-A,4926,36.6243,LORENA HERRERA,26/3/2026,10:32:25 a. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 04 7415802402304,7415802402304,CALCETIN ESC PUÑO NA BLANCO T8,RECLASIFCICACION DE INVENTARIO,2,38.4380692,0
CD-A,COMPROBANTE DE DIARIO,4926,26/3/2026,CD-A,4926,36.6243,LORENA HERRERA,26/3/2026,10:32:25 a. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 04 7415802402298,7415802402298,CALCETIN ESC PUÑO NA BLANCO T6,RECLASIFCICACION DE INVENTARIO,2,0,38.438077
CD-A,COMPROBANTE DE DIARIO,4926,26/3/2026,CD-A,4926,36.6243,LORENA HERRERA,26/3/2026,10:32:25 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081363,8058664081363,VASO ENTRENADOR ADVANCE 12M+ 266ML SURT,RECLASIFCICACION DE INVENTARIO,6,1992.2489,0
CD-A,COMPROBANTE DE DIARIO,4926,26/3/2026,CD-A,4926,36.6243,LORENA HERRERA,26/3/2026,10:32:25 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664121502,8058664121502,VASO ENTRENADOR GLOWING CUP 14M+ PINK,RECLASIFCICACION DE INVENTARIO,6,0,1992.248892
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,SWEET CAREFOR,1 1 05 25 1  850026693287,850026693287,SWEET CAREFOR 99.9% Water Baby Wipes/Toallas,DESCARGA DE INVENTARIO CANASTA,4,0,164.4133338
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082731286,7501082731286,NUVEL DESODORANTE ROLL ON ADDICTION 55 ML 24,DESCARGA DE INVENTARIO CANASTA,4,0,60.26839373
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082731293,7501082731293,NUVEL DESODORANTE ROLL ON ROCK STAR 55 ML 24,DESCARGA DE INVENTARIO CANASTA,4,0,60.26839736
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082731354,7501082731354,NUVEL DESODORANTE ROLL ON TWILIGHT 55 ML 24,DESCARGA DE INVENTARIO CANASTA,4,0,60.26839736
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082721294,7501082721294,NUVEL DESMAQUILLANTE BIFASICO NUVEL 125ML 24,DESCARGA DE INVENTARIO CANASTA,3,0,75.77864668
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 3  7501082790535,7501082790535,NUVEL GEL LIMPIADOR FACIAL 125ML 24. 700451,DESCARGA DE INVENTARIO CANASTA,3,0,51.84854773
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,INVENTARIO,NUVEL,1 1 05 22 2  7501082790023,7501082790023,NUVEL TALCO PARA BEBE 100 G 12. 700416,DESCARGA DE INVENTARIO CANASTA,3,0,53.17799767
CD-A,COMPROBANTE DE DIARIO,4927,26/3/2026,CD-A,4927,36.6243,Auxiliar Contable,26/3/2026,1:25:29 p. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  208,208,PRODUCTO BONIFICADO / REGALIA,DESCARGA DE INVENTARIO CANASTA,0,526.0237143,0
CD-A,COMPROBANTE DE DIARIO,4928,26/3/2026,CD-A,4928,36.6243,LORENA HERRERA,26/3/2026,2:33:14 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 4 8058664143481,8058664143481,MORDEDOR FRESH FUNNY TEETHER 6M+ 2816030,RECLASIFCICACION DE INVENTARIO,84,0,9826.0088
CD-A,COMPROBANTE DE DIARIO,4928,26/3/2026,CD-A,4928,36.6243,LORENA HERRERA,26/3/2026,2:33:14 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 4 8058664143443,8058664143443,MORDEDOR FRESH TEETHER MIX 4M+,RECLASIFCICACION DE INVENTARIO,84,9826.0088,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153992,8058664153992,BIBERON PERFECT5 PP UNI 300 FAST SIL,RECLASIFICACION DE INVENETARIO,6,918.0188537,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153985,8058664153985,BIBERON PERFECT5 PP BOY 300 FAST SIL,RECLASIFICACION DE INVENETARIO,1,152.6807589,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153879,8058664153879,BIBERON PERFECT5 PP UNI 150 SLOW SIL,RECLASIFICACION DE INVENETARIO,20,2846.404051,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153978,8058664153978,BIBERON PERFECT5 PP GRL 300 FAST SIL,RECLASIFICACION DE INVENETARIO,15,2289.325822,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153855,8058664153855,BIBERON PERFECT5 PP GRL 150 SLOW SIL,RECLASIFICACION DE INVENETARIO,1,141.0483966,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153923,8058664153923,BIBERON PERFECT5 PP BOY 240 MEDIUM SIL,RECLASIFICACION DE INVENETARIO,14,0,2136.470634
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153930,8058664153930,BIBERON PERFECT5 PP UNI 240 MEDIUM SIL,RECLASIFICACION DE INVENETARIO,4,610.3420628,0
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 9 2 8058664037803.,8058664037803,COCHE TROLLEYME STROLLER LIME 79865550,RECLASIFICACION DE INVENETARIO,1,0,3561.69761
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 04 3 8058664153619,8058664153619,BIBERON NATURAL 0M 150ML ROSA NUEVO,RECLASIFICACION DE INVENETARIO,8,0,1057.744528
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153657,8058664153657,BIBERON NATURAL 0M 150ML NEUTRO NUEVO,RECLASIFICACION DE INVENETARIO,1,0,138.4852636
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664133680,8058664133680,NUEV JABON BARRA BM 100GR LT1025,RECLASIFICACION DE INVENETARIO,1,0,37.51922249
CD-A,COMPROBANTE DE DIARIO,4929,27/3/2026,CD-A,4929,36.6243,LORENA HERRERA,27/3/2026,9:34:49 a. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111226,768497111226,PT11122-LAPIZ TRIANGULAR DOCENA,RECLASIFICACION DE INVENETARIO,1,0,25.90268706
CD-A,COMPROBANTE DE DIARIO,4930,27/3/2026,CD-A,4930,36.6243,Auxiliar Contable,27/3/2026,3:15:56 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664086665,8058664086665,SET DE PLATOS WEANING SET 6M+ GIRL,DESCARGA DE INVENTARIO SET CHI,1,389.1688995,0
CD-A,COMPROBANTE DE DIARIO,4930,27/3/2026,CD-A,4930,36.6243,Auxiliar Contable,27/3/2026,3:15:56 p. m.,GASTOS DE OPERACION,GASTOS DE VENTA,6 1 01 02 03  208,208,PRODUCTO BONIFICADO / REGALIA,DESCARGA DE INVENTARIO SET CHI,0,0,389.1688995
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081264,8058664081264,VASO ENTRENADOR SURT TRANS 4M 200ML,RECLASIFCICACION DE INVENTARIO,14,2408.313118,0
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069989,8058664069989,VASO ENTRENADOR TRANSICION 4M+ NIÑO 7OZ,RECLASIFCICACION DE INVENTARIO,60,10260.8509,0
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664070015,8058664070015,VASO ENTRENADOR TRAINING CUP 6M BOY,RECLASIFCICACION DE INVENTARIO,59,0,9171.541454
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069972,8058664069972,VASO ENTRENADOR TRANSICION 4M NIñA 7OZ,RECLASIFCICACION DE INVENTARIO,6,0,1032.270631
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664069972,8058664069972,VASO ENTRENADOR TRANSICION 4M NIñA 7OZ,RECLASIFCICACION DE INVENTARIO,8,0,1376.360842
CD-A,COMPROBANTE DE DIARIO,4931,27/3/2026,CD-A,4931,36.6243,LORENA HERRERA,27/3/2026,3:51:06 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664070008,8058664070008,VASO ENTRENADOR TRAINING CUP 6M+ GIRL,RECLASIFCICACION DE INVENTARIO,7,0,1088.991091
CD-A,COMPROBANTE DE DIARIO,4932,27/3/2026,CD-A,4932,36.6243,LORENA HERRERA,27/3/2026,3:52:34 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153855,8058664153855,BIBERON PERFECT5 PP GRL 150 SLOW SIL,RECLASIFCICACION DE INVENTARIO,6,853.9212154,0
CD-A,COMPROBANTE DE DIARIO,4932,27/3/2026,CD-A,4932,36.6243,LORENA HERRERA,27/3/2026,3:52:34 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 3 8058664153879,8058664153879,BIBERON PERFECT5 PP UNI 150 SLOW SIL,RECLASIFCICACION DE INVENTARIO,6,0,853.9212154
CD-A,COMPROBANTE DE DIARIO,4933,31/3/2026,CD-A,4933,36.6243,LORENA HERRERA,31/3/2026,2:53:28 p. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 06 7415802401536,7415802401536,CALCETIN BB DPTVO CORTO 12-24M 3PK 60CO2,RECLASIFCICACION DE INVENTARIO,12,0,574.5565
CD-A,COMPROBANTE DE DIARIO,4933,31/3/2026,CD-A,4933,36.6243,LORENA HERRERA,31/3/2026,2:53:28 p. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 06 7415802401635,7415802401635,CALCETIN BB DPTVO CORTO 0-12M 3PK 60CO1,RECLASIFCICACION DE INVENTARIO,3,574.5565,0
CD-A,COMPROBANTE DE DIARIO,4934,31/3/2026,CD-A,4934,36.6243,LORENA HERRERA,31/3/2026,3:49:17 p. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 04 7415802404025,7415802404025,PUNTERA BB DECO SURT 12-24 NIñA,RECLASIFICACION DE INVENTARIO,12,570.1159572,0
CD-A,COMPROBANTE DE DIARIO,4934,31/3/2026,CD-A,4934,36.6243,LORENA HERRERA,31/3/2026,3:49:17 p. m.,INVENTARIO,BELLAGIO,1 1 05 19 01 04 7415802404087,7415802404087,PUNTERA BB DECO SURT 12-24 NIñO,RECLASIFICACION DE INVENTARIO,12,0,570.1159572
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 06 768497124080,768497124080,PT12408-BORRADOR BLANCO FACELA BLISTER 2 UND,RECLASIFICACION DE INVENETARIO,33,221.5171572,0
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 06 768497838284,768497838284,PT83828-BLISTER BORRADOR FACELA,RECLASIFICACION DE INVENETARIO,39,0,221.5172083
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111035,768497111035,PT11103-LAPIZ ARISTOS DOCENA,RECLASIFICACION DE INVENETARIO,24,519.0102,0
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 09 768497111127,768497111127,PT11112-LAPIZ ESCOLAR SURTIDO DOCENA,RECLASIFICACION DE INVENETARIO,24,0,519.0102137
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 10 768497014558,768497014558,PT01455-MARCADORES TRIANGULAR C/ESTUCHE PLAST,RECLASIFICACION DE INVENETARIO,36,2119.0762,0
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,FACELA,1 1 05 16 01 08 768497838369,768497838369,PT83836-CRAYON SEDA NEON 6 ESTUCHE PLASTICO,RECLASIFICACION DE INVENETARIO,36,0,2119.076179
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 5 8058664173778,8058664173778,NUEV TOALLAS HUMEDAS DELICADAS C/COVER 72PZ+F,RECLASIFICACION DE INVENETARIO,12,0,830.2112638
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 01 02 8058664080199,8058664080199,TOALLAS HUME CHICCO 72Z S/COVER LT 1023034060,RECLASIFICACION DE INVENETARIO,12,830.2113,0
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664081363,8058664081363,VASO ENTRENADOR ADVANCE 12M+ 266ML SURT,RECLASIFICACION DE INVENETARIO,6,1992.2489,0
CD-A,COMPROBANTE DE DIARIO,4935,31/3/2026,CD-A,4935,36.6243,LORENA HERRERA,31/3/2026,4:38:32 p. m.,INVENTARIO,CHICCO,1 1 05 18 05 1 8058664121502,8058664121502,VASO ENTRENADOR GLOWING CUP 14M+ PINK,RECLASIFICACION DE INVENETARIO,6,0,1992.248892
